name_tmc,from_node_id_tmc,to_node_id_tmc,bearing_angle_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,geometry_base,geometry_tmc_base,distance
24095BA,20155,20148,359.5304578333795,"LINESTRING (-112.134367 33.639604, -112.134443 33.647324)",North 35th Avenue,1644,2237,245,"LINESTRING (-112.1344786 33.64684, -112.1344807 33.6472633, -112.1344812 33.6473782)","MULTILINESTRING ((-112.134367 33.639604, -112.134443 33.647324), (-112.1344786 33.64684, -112.1344807 33.6472633, -112.1344812 33.6473782))",3.796378327597801e-05
24144BA,20362,20146,0.2277015830790674,"LINESTRING (-112.134694 33.676450, -112.134676 33.680219)",North 35th Avenue,2924,261,3390,"LINESTRING (-112.134773 33.682128, -112.1347728 33.6822423)","MULTILINESTRING ((-112.134694 33.676450, -112.134676 33.680219), (-112.134773 33.682128, -112.1347728 33.6822423))",0.005301715745866491
24693BA,34302,20657,87.78087968018468,"LINESTRING (-112.121399 33.639813, -112.120655 33.639837)",West Bell Road,1514,90094,2140,"LINESTRING (-112.1213584 33.6397272, -112.1212518 33.6397305, -112.1206042 33.6397435)","MULTILINESTRING ((-112.121399 33.639813, -112.120655 33.639837), (-112.1213584 33.6397272, -112.1212518 33.6397305, -112.1206042 33.6397435))",8.70643903403772e-05
24768BA,20701,20605,89.91824926585355,"LINESTRING (-112.103975 33.640125, -112.099704 33.640130)",West Bell Road,4530,971,1905,"LINESTRING (-112.1040574 33.6400033, -112.1031334 33.6400179)","MULTILINESTRING ((-112.103975 33.640125, -112.099704 33.640130), (-112.1040574 33.6400033, -112.1031334 33.6400179))",0.00011413521184504134
24768BA,20701,20605,89.91824926585355,"LINESTRING (-112.103975 33.640125, -112.099704 33.640130)",West Bell Road,4531,1905,2091,"LINESTRING (-112.1031334 33.6400179, -112.1029884 33.6400202, -112.1025312 33.640026)","MULTILINESTRING ((-112.103975 33.640125, -112.099704 33.640130), (-112.1031334 33.6400179, -112.1029884 33.6400202, -112.1025312 33.640026))",0.0001078865663702521
24768BA,20701,20605,89.91824926585355,"LINESTRING (-112.103975 33.640125, -112.099704 33.640130)",West Bell Road,1432,2091,2092,"LINESTRING (-112.1025312 33.640026, -112.1021028 33.6400315)","MULTILINESTRING ((-112.103975 33.640125, -112.099704 33.640130), (-112.1025312 33.640026, -112.1021028 33.6400315))",9.759489840659127e-05
24768BA,20701,20605,89.91824926585355,"LINESTRING (-112.103975 33.640125, -112.099704 33.640130)",,4030,2093,3249,"LINESTRING (-112.1019688 33.6400332, -112.1018569 33.640064, -112.1017496 33.6400941, -112.1016933 33.6401042, -112.1016276 33.6401109, -112.1015485 33.6401142, -112.1014814 33.6401164, -112.1014103 33.640141, -112.1013057 33.6401981)","MULTILINESTRING ((-112.103975 33.640125, -112.099704 33.640130), (-112.1019688 33.6400332, -112.1018569 33.640064, -112.1017496 33.6400941, -112.1016933 33.6401042, -112.1016276 33.6401109, -112.1015485 33.6401142, -112.1014814 33.6401164, -112.1014103 33.640141, -112.1013057 33.6401981))",5.644025505139118e-05
24768BA,20701,20605,89.91824926585355,"LINESTRING (-112.103975 33.640125, -112.099704 33.640130)",West Bell Road,1435,2096,2097,"LINESTRING (-112.1011276 33.640043, -112.1005264 33.640052)","MULTILINESTRING ((-112.103975 33.640125, -112.099704 33.640130), (-112.1011276 33.640043, -112.1005264 33.640052))",7.74673680720754e-05
24768BA,20701,20605,89.91824926585355,"LINESTRING (-112.103975 33.640125, -112.099704 33.640130)",West Bell Road,1476,2097,90032,"LINESTRING (-112.1005264 33.640052, -112.1004857 33.6400526, -112.1003131 33.6400562, -112.1000423 33.6400618, -112.0999184 33.6400597, -112.0996998 33.6400604)","MULTILINESTRING ((-112.103975 33.640125, -112.099704 33.640130), (-112.1005264 33.640052, -112.1004857 33.6400526, -112.1003131 33.6400562, -112.1000423 33.6400618, -112.0999184 33.6400597, -112.0996998 33.6400604))",6.95214732762091e-05
24804BA,20768,20767,89.7879016521357,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",West Deer Valley Road,3955,3399,1274,"LINESTRING (-112.1180789 33.6838053, -112.1179779 33.6838051, -112.1176494 33.6838044, -112.117579 33.6838042, -112.1173969 33.6838061)","MULTILINESTRING ((-112.117414 33.683806, -112.114808 33.683814), (-112.1180789 33.6838053, -112.1179779 33.6838051, -112.1176494 33.6838044, -112.117579 33.6838042, -112.1173969 33.6838061))",0.0
24804BA,20768,20767,89.7879016521357,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",West Deer Valley Road,4425,1274,3398,"LINESTRING (-112.1173969 33.6838061, -112.1172203 33.6838051, -112.1169694 33.6838037, -112.116705 33.6838022)","MULTILINESTRING ((-112.117414 33.683806, -112.114808 33.683814), (-112.1173969 33.6838061, -112.1172203 33.6838051, -112.1169694 33.6838037, -112.116705 33.6838022))",2.073263857364809e-06
24804BA,20768,20767,89.7879016521357,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",West Deer Valley Road,4423,3398,3397,"LINESTRING (-112.116705 33.6838022, -112.1166251 33.6838018, -112.1166129 33.6838017, -112.1164569 33.6838017, -112.1163999 33.6838017)","MULTILINESTRING ((-112.117414 33.683806, -112.114808 33.683814), (-112.116705 33.6838022, -112.1166251 33.6838018, -112.1166129 33.6838017, -112.1164569 33.6838017, -112.1163999 33.6838017))",6.564373308317397e-06
24804BA,20768,20767,89.7879016521357,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",West Deer Valley Road,1196,3397,97,"LINESTRING (-112.1163999 33.6838017, -112.1160919 33.6838016)","MULTILINESTRING ((-112.117414 33.683806, -112.114808 33.683814), (-112.1163999 33.6838017, -112.1160919 33.6838016))",7.5091879177399054e-06
24804BA,20768,20767,89.7879016521357,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",West Deer Valley Road,1194,97,1276,"LINESTRING (-112.1160919 33.6838016, -112.1155669 33.6838061)","MULTILINESTRING ((-112.117414 33.683806, -112.114808 33.683814), (-112.1160919 33.6838016, -112.1155669 33.6838061))",7.129738091820866e-06
24804BA,20768,20767,89.7879016521357,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",West Deer Valley Road,1192,1276,1880,"LINESTRING (-112.1155669 33.6838061, -112.1151017 33.6838063)","MULTILINESTRING ((-112.117414 33.683806, -112.114808 33.683814), (-112.1155669 33.6838061, -112.1151017 33.6838063))",5.5702730629621665e-06
24804BA,20768,20767,89.7879016521357,"LINESTRING (-112.117414 33.683806, -112.114808 33.683814)",West Deer Valley Road,3995,1880,90067,"LINESTRING (-112.1151017 33.6838063, -112.1148948 33.6837315, -112.1141899 33.6837315, -112.1140533 33.6837295)","MULTILINESTRING ((-112.117414 33.683806, -112.114808 33.683814), (-112.1151017 33.6838063, -112.1148948 33.6837315, -112.1141899 33.6837315, -112.1140533 33.6837295))",1.774265064142832e-05
24811BA,20594,20621,89.71931621351428,"LINESTRING (-112.125819 33.654647, -112.121138 33.654666)",West Union Hills Drive,4723,41,172,"LINESTRING (-112.1258211 33.6546523, -112.123866 33.6546581)","MULTILINESTRING ((-112.125819 33.654647, -112.121138 33.654666), (-112.1258211 33.6546523, -112.123866 33.6546581))",4.794874306062607e-06
24811BA,20594,20621,89.71931621351428,"LINESTRING (-112.125819 33.654647, -112.121138 33.654666)",West Union Hills Drive,4721,172,171,"LINESTRING (-112.123866 33.6546581, -112.1216013 33.654638)","MULTILINESTRING ((-112.125819 33.654647, -112.121138 33.654666), (-112.123866 33.6546581, -112.1216013 33.654638))",0.0
24946BA,20807,20620,269.876249697692,"LINESTRING (-112.108444 33.654719, -112.111208 33.654714)",West Union Hills Drive,3326,169,1843,"LINESTRING (-112.1084596 33.6546996, -112.108566 33.6547653, -112.1094591 33.6547748)","MULTILINESTRING ((-112.108444 33.654719, -112.111208 33.654714), (-112.1084596 33.6546996, -112.108566 33.6547653, -112.1094591 33.6547748))",0.0
24946BA,20807,20620,269.876249697692,"LINESTRING (-112.108444 33.654719, -112.111208 33.654714)",West Union Hills Drive,3327,1843,2896,"LINESTRING (-112.1094591 33.6547748, -112.1099188 33.6547797)","MULTILINESTRING ((-112.108444 33.654719, -112.111208 33.654714), (-112.1094591 33.6547748, -112.1099188 33.6547797))",5.876131281394543e-05
24946BA,20807,20620,269.876249697692,"LINESTRING (-112.108444 33.654719, -112.111208 33.654714)",West Union Hills Drive,3319,2896,90118,"LINESTRING (-112.1099188 33.6547797, -112.1108218 33.6547892, -112.1109987 33.6547894)","MULTILINESTRING ((-112.108444 33.654719, -112.111208 33.654714), (-112.1099188 33.6547797, -112.1108218 33.6547892, -112.1109987 33.6547894))",6.562792969049312e-05
25020BA,20079,20055,270.5350960491153,"LINESTRING (-112.099890 33.683763, -112.108680 33.683831)",West Deer Valley Road,2965,90123,3636,"LINESTRING (-112.0999741 33.6838359, -112.100114 33.6838357, -112.1002651 33.6838388, -112.1005006 33.6838437, -112.1008742 33.6838363, -112.1011169 33.6838365)","MULTILINESTRING ((-112.099890 33.683763, -112.108680 33.683831), (-112.0999741 33.6838359, -112.100114 33.6838357, -112.1002651 33.6838388, -112.1005006 33.6838437, -112.1008742 33.6838363, -112.1011169 33.6838365))",6.857027619818325e-05
25020BA,20079,20055,270.5350960491153,"LINESTRING (-112.099890 33.683763, -112.108680 33.683831)",West Deer Valley Road,3794,2804,1246,"LINESTRING (-112.1015382 33.6838368, -112.1016435 33.6838369, -112.1019839 33.6838371)","MULTILINESTRING ((-112.099890 33.683763, -112.108680 33.683831), (-112.1015382 33.6838368, -112.1016435 33.6838369, -112.1019839 33.6838371))",6.030263354099388e-05
25020BA,20079,20055,270.5350960491153,"LINESTRING (-112.099890 33.683763, -112.108680 33.683831)",West Deer Valley Road,2967,1248,1271,"LINESTRING (-112.1020846 33.6838346, -112.1022571 33.6837693)","MULTILINESTRING ((-112.099890 33.683763, -112.108680 33.683831), (-112.1020846 33.6838346, -112.1022571 33.6837693))",0.0
25020BA,20079,20055,270.5350960491153,"LINESTRING (-112.099890 33.683763, -112.108680 33.683831)",West Deer Valley Road,1156,1271,473,"LINESTRING (-112.1022571 33.6837693, -112.1023653 33.6837699, -112.1028498 33.6837726, -112.1030948 33.6837739, -112.1033147 33.6837751, -112.1033872 33.6837755, -112.1036381 33.6837769, -112.1037586 33.6837776, -112.1037845 33.6837777, -112.1042816 33.6837805)","MULTILINESTRING ((-112.099890 33.683763, -112.108680 33.683831), (-112.1022571 33.6837693, -112.1023653 33.6837699, -112.1028498 33.6837726, -112.1030948 33.6837739, -112.1033147 33.6837751, -112.1033872 33.6837755, -112.1036381 33.6837769, -112.1037586 33.6837776, -112.1037845 33.6837777, -112.1042816 33.6837805))",1.2598689816106106e-05
25020BA,20079,20055,270.5350960491153,"LINESTRING (-112.099890 33.683763, -112.108680 33.683831)",West Deer Valley Road,993,473,1272,"LINESTRING (-112.1042816 33.6837805, -112.1047391 33.6837815, -112.1050413 33.6837822, -112.1052048 33.6837825, -112.1055014 33.6837832, -112.105553 33.6837833, -112.105924 33.6837841, -112.1060147 33.6837843, -112.1064876 33.6837853)","MULTILINESTRING ((-112.099890 33.683763, -112.108680 33.683831), (-112.1042816 33.6837805, -112.1047391 33.6837815, -112.1050413 33.6837822, -112.1052048 33.6837825, -112.1055014 33.6837832, -112.105553 33.6837833, -112.105924 33.6837841, -112.1060147 33.6837843, -112.1064876 33.6837853))",1.6492528908892754e-05
25020BA,20079,20055,270.5350960491153,"LINESTRING (-112.099890 33.683763, -112.108680 33.683831)",West Deer Valley Road,991,1272,3395,"LINESTRING (-112.1064876 33.6837853, -112.1067265 33.6837858, -112.1067704 33.6837855, -112.107031 33.6837834, -112.1071899 33.6837868, -112.1077061 33.6837879)","MULTILINESTRING ((-112.099890 33.683763, -112.108680 33.683831), (-112.1064876 33.6837853, -112.1067265 33.6837858, -112.1067704 33.6837855, -112.107031 33.6837834, -112.1071899 33.6837868, -112.1077061 33.6837879))",3.2671513836848226e-05
25020BA,20079,20055,270.5350960491153,"LINESTRING (-112.099890 33.683763, -112.108680 33.683831)",West Deer Valley Road,3991,1421,415,"LINESTRING (-112.1085441 33.6837897, -112.1086819 33.6838516)","MULTILINESTRING ((-112.099890 33.683763, -112.108680 33.683831), (-112.1085441 33.6837897, -112.1086819 33.6838516))",0.0
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",West Bell Road,3738,1660,3098,"LINESTRING (-112.0806717 33.640142, -112.0801617 33.640144)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.0806717 33.640142, -112.0801617 33.640144))",0.007111795511196158
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",West Bell Road,3737,1701,2051,"LINESTRING (-112.0796824 33.6401459, -112.0791044 33.6401482)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.0796824 33.6401459, -112.0791044 33.6401482))",0.007006688610116219
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",West Bell Road,1345,2051,981,"LINESTRING (-112.0791044 33.6401482, -112.07849 33.6401506)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.0791044 33.6401482, -112.07849 33.6401506))",0.006901582110929762
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",West Bell Road,1351,981,2052,"LINESTRING (-112.07849 33.6401506, -112.0777631 33.6401548)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.07849 33.6401506, -112.0777631 33.6401548))",0.006796900906591752
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",West Bell Road,1349,2052,982,"LINESTRING (-112.0777631 33.6401548, -112.0772733 33.6401577)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.0777631 33.6401548, -112.0772733 33.6401577))",0.006693059860486062
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",West Bell Road,1356,982,3467,"LINESTRING (-112.0772733 33.6401577, -112.0767099 33.6401633)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.0772733 33.6401577, -112.0767099 33.6401633))",0.00659077791341597
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",West Bell Road,3973,975,2053,"LINESTRING (-112.0762594 33.6401638, -112.07478 33.6401695)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.0762594 33.6401638, -112.07478 33.6401695))",0.006485495156360297
25149BA,41533,20089,79.21939515546836,"LINESTRING (-112.080931 33.632924, -112.074130 33.634002)",East Bell Road,462,90029,1697,"LINESTRING (-112.0741811 33.6401725, -112.0740819 33.6401731, -112.0738922 33.6401748)","MULTILINESTRING ((-112.080931 33.632924, -112.074130 33.634002), (-112.0741811 33.6401725, -112.0740819 33.6401731, -112.0738922 33.6401748))",0.006170696202361176
25212BA,20596,20941,359.9345117167669,"LINESTRING (-112.082814 33.654619, -112.082824 33.661901)",North 7th Avenue,3251,1337,2869,"LINESTRING (-112.0828228 33.653455, -112.0828241 33.6538098, -112.0828242 33.6538462, -112.0828243 33.6539964, -112.0828243 33.6540233)","MULTILINESTRING ((-112.082814 33.654619, -112.082824 33.661901), (-112.0828228 33.653455, -112.0828241 33.6538098, -112.0828242 33.6538462, -112.0828243 33.6539964, -112.0828243 33.6540233))",0.0005957890398435632
25212BA,20596,20941,359.9345117167669,"LINESTRING (-112.082814 33.654619, -112.082824 33.661901)",North 7th Avenue,1071,1339,1340,"LINESTRING (-112.0828214 33.6562125, -112.0828243 33.65683)","MULTILINESTRING ((-112.082814 33.654619, -112.082824 33.661901), (-112.0828214 33.6562125, -112.0828243 33.65683))",0.0001372063045235591
25212BA,20596,20941,359.9345117167669,"LINESTRING (-112.082814 33.654619, -112.082824 33.661901)",North 7th Avenue,1069,1340,1341,"LINESTRING (-112.0828243 33.65683, -112.0828303 33.6582734)","MULTILINESTRING ((-112.082814 33.654619, -112.082824 33.661901), (-112.0828243 33.65683, -112.0828303 33.6582734))",9.217199009081245e-06
25212BA,20596,20941,359.9345117167669,"LINESTRING (-112.082814 33.654619, -112.082824 33.661901)",North 7th Avenue,1063,1343,1344,"LINESTRING (-112.0828276 33.6604819, -112.0828337 33.6612157, -112.0828351 33.6614493, -112.0828318 33.6617169, -112.0828358 33.6619134)","MULTILINESTRING ((-112.082814 33.654619, -112.082824 33.661901), (-112.0828276 33.6604819, -112.0828337 33.6612157, -112.0828351 33.6614493, -112.0828318 33.6617169, -112.0828358 33.6619134))",3.771803282411064e-05
25259BA,20996,20995,63.087202054737304,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",West Deer Valley Road,1019,1251,1249,"LINESTRING (-112.1322939 33.68383, -112.1304304 33.6838266)","MULTILINESTRING ((-112.130904 33.698308, -112.124323 33.701087), (-112.1322939 33.68383, -112.1304304 33.6838266))",0.01448051180357586
25259BA,20996,20995,63.087202054737304,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",West Deer Valley Road,1021,1249,1250,"LINESTRING (-112.1304304 33.6838266, -112.1303396 33.6838264, -112.1292768 33.6838245)","MULTILINESTRING ((-112.130904 33.698308, -112.124323 33.701087), (-112.1304304 33.6838266, -112.1303396 33.6838264, -112.1292768 33.6838245))",0.014759643924599096
25259BA,20996,20995,63.087202054737304,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",West Deer Valley Road,1023,1250,939,"LINESTRING (-112.1292768 33.6838245, -112.1272254 33.6838208)","MULTILINESTRING ((-112.130904 33.698308, -112.124323 33.701087), (-112.1292768 33.6838245, -112.1272254 33.6838208))",0.01531780113017077
25259BA,20996,20995,63.087202054737304,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",West Deer Valley Road,333,939,1278,"LINESTRING (-112.1272254 33.6838208, -112.1267883 33.683814)","MULTILINESTRING ((-112.130904 33.698308, -112.124323 33.701087), (-112.1272254 33.6838208, -112.1267883 33.683814))",0.016156845367920766
25259BA,20996,20995,63.087202054737304,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",West Deer Valley Road,4441,1278,39,"LINESTRING (-112.1267883 33.683814, -112.1262073 33.6838154, -112.1260608 33.6838144)","MULTILINESTRING ((-112.130904 33.698308, -112.124323 33.701087), (-112.1267883 33.683814, -112.1262073 33.6838154, -112.1260608 33.6838144))",0.016438069144882186
25259BA,20996,20995,63.087202054737304,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",West Deer Valley Road,4439,39,3404,"LINESTRING (-112.1260608 33.6838144, -112.1259231 33.6838136, -112.1254134 33.6838146)","MULTILINESTRING ((-112.130904 33.698308, -112.124323 33.701087), (-112.1260608 33.6838144, -112.1259231 33.6838136, -112.1254134 33.6838146))",0.016717010832143962
25259BA,20996,20995,63.087202054737304,"LINESTRING (-112.130904 33.698308, -112.124323 33.701087)",West Deer Valley Road,4435,3403,144,"LINESTRING (-112.1250835 33.6838153, -112.1250554 33.6838154, -112.1246164 33.6838151, -112.1239064 33.6838176)","MULTILINESTRING ((-112.130904 33.698308, -112.124323 33.701087), (-112.1250835 33.6838153, -112.1250554 33.6838154, -112.1246164 33.6838151, -112.1239064 33.6838176))",0.016993746806480168
25592BA,20080,21187,359.12547918801755,"LINESTRING (-112.099911 33.691122, -112.100042 33.698262)",North 19th Avenue,1151,2808,271,"LINESTRING (-112.099928 33.6904404, -112.0999305 33.6909325, -112.0999309 33.691049)","MULTILINESTRING ((-112.099911 33.691122, -112.100042 33.698262), (-112.099928 33.6904404, -112.0999305 33.6909325, -112.0999309 33.691049))",7.566379583385103e-05
25602BA,21188,21230,262.0697288016987,"LINESTRING (-112.108713 33.700602, -112.112259 33.700191)",,418,1247,752,"LINESTRING (-112.1114291 33.6839354, -112.1128703 33.683941, -112.1132133 33.6839432, -112.1134073 33.6839462, -112.1134929 33.68396, -112.1135593 33.6839775, -112.113615 33.6840002, -112.1136474 33.6840176, -112.113683 33.6840378, -112.1137558 33.6841058, -112.1137876 33.6841424, -112.1138188 33.684196, -112.1138406 33.6842497, -112.113852 33.6842889, -112.113856 33.6843475, -112.1138474 33.6844397, -112.1138208 33.6845191, -112.1137653 33.6846018, -112.1136658 33.684689, -112.1135504 33.684736, -112.113461 33.6847557, -112.1133461 33.6847651, -112.1132593 33.6847592, -112.1130933 33.6847153, -112.1129947 33.6846515, -112.1129477 33.6845993, -112.1129136 33.6845509, -112.1128794 33.6844874, -112.1128479 33.6844142, -112.1128166 33.6842693)","MULTILINESTRING ((-112.108713 33.700602, -112.112259 33.700191), (-112.1114291 33.6839354, -112.1128703 33.683941, -112.1132133 33.6839432, -112.1134073 33.6839462, -112.1134929 33.68396, -112.1135593 33.6839775, -112.113615 33.6840002, -112.1136474 33.6840176, -112.113683 33.6840378, -112.1137558 33.6841058, -112.1137876 33.6841424, -112.1138188 33.684196, -112.1138406 33.6842497, -112.113852 33.6842889, -112.113856 33.6843475, -112.1138474 33.6844397, -112.1138208 33.6845191, -112.1137653 33.6846018, -112.1136658 33.684689, -112.1135504 33.684736, -112.113461 33.6847557, -112.1133461 33.6847651, -112.1132593 33.6847592, -112.1130933 33.6847153, -112.1129947 33.6846515, -112.1129477 33.6845993, -112.1129136 33.6845509, -112.1128794 33.6844874, -112.1128479 33.6844142, -112.1128166 33.6842693))",0.016348208411018146
26188BA,20060,20084,359.84880424649566,"LINESTRING (-112.065548 33.647570, -112.065571 33.654825)",North 7th Street,861,2084,110,"LINESTRING (-112.0655826 33.6480987, -112.0655792 33.6484895, -112.0655821 33.6485817, -112.065591 33.6497427, -112.0655901 33.650311, -112.0655894 33.6507218)","MULTILINESTRING ((-112.065548 33.647570, -112.065571 33.654825), (-112.0655826 33.6480987, -112.0655792 33.6484895, -112.0655821 33.6485817, -112.065591 33.6497427, -112.0655901 33.650311, -112.0655894 33.6507218))",3.058666228721195e-05
26188BA,20060,20084,359.84880424649566,"LINESTRING (-112.065548 33.647570, -112.065571 33.654825)",North 7th Street,863,110,1388,"LINESTRING (-112.0655894 33.6507218, -112.0655902 33.6510297, -112.0655914 33.6514824)","MULTILINESTRING ((-112.065548 33.647570, -112.065571 33.654825), (-112.0655894 33.6507218, -112.0655902 33.6510297, -112.0655914 33.6514824))",3.114468845620756e-05
26188BA,20060,20084,359.84880424649566,"LINESTRING (-112.065548 33.647570, -112.065571 33.654825)",North 7th Street,865,1388,1389,"LINESTRING (-112.0655914 33.6514824, -112.0655942 33.6525572)","MULTILINESTRING ((-112.065548 33.647570, -112.065571 33.654825), (-112.0655914 33.6514824, -112.0655942 33.6525572))",3.07477185050795e-05
26188BA,20060,20084,359.84880424649566,"LINESTRING (-112.065548 33.647570, -112.065571 33.654825)",North 7th Street,867,1389,3113,"LINESTRING (-112.0655942 33.6525572, -112.0655956 33.6531351, -112.0655959 33.6532363)","MULTILINESTRING ((-112.065548 33.647570, -112.065571 33.654825), (-112.0655942 33.6525572, -112.0655956 33.6531351, -112.0655959 33.6532363))",3.032109116231118e-05
26188BA,20060,20084,359.84880424649566,"LINESTRING (-112.065548 33.647570, -112.065571 33.654825)",North 7th Street,3780,1390,3114,"LINESTRING (-112.0655902 33.6537751, -112.065594 33.6539508)","MULTILINESTRING ((-112.065548 33.647570, -112.065571 33.654825), (-112.0655902 33.6537751, -112.065594 33.6539508))",2.252830856847064e-05
26188BA,20060,20084,359.84880424649566,"LINESTRING (-112.065548 33.647570, -112.065571 33.654825)",North 7th Street,3083,1859,2826,"LINESTRING (-112.0655785 33.6548304, -112.0655796 33.655013, -112.0655827 33.6552963, -112.0655855 33.6555488)","MULTILINESTRING ((-112.065548 33.647570, -112.065571 33.654825), (-112.0655785 33.6548304, -112.0655796 33.655013, -112.0655827 33.6552963, -112.0655855 33.6555488))",9.241753076122153e-06
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1930,90044,2342,"LINESTRING (-112.0308584 33.6405809, -112.0310763 33.6405799, -112.0313653 33.6405787, -112.0317053 33.6405774, -112.0318694 33.6405767, -112.0322547 33.6405752)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0308584 33.6405809, -112.0310763 33.6405799, -112.0313653 33.6405787, -112.0317053 33.6405774, -112.0318694 33.6405767, -112.0322547 33.6405752))",0.008615750374718114
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1922,2342,2341,"LINESTRING (-112.0322547 33.6405752, -112.0323879 33.6405747, -112.0326477 33.6405736)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0322547 33.6405752, -112.0323879 33.6405747, -112.0326477 33.6405736))",0.008518472798302982
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1953,334,2340,"LINESTRING (-112.0330359 33.6405721, -112.0339831 33.6405621, -112.0340805 33.6405611, -112.0342576 33.6405599, -112.0347372 33.6405569)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0330359 33.6405721, -112.0339831 33.6405621, -112.0340805 33.6405611, -112.0342576 33.6405599, -112.0347372 33.6405569))",0.008418529415231439
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1916,2340,335,"LINESTRING (-112.0347372 33.6405569, -112.035178 33.6405541)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0347372 33.6405569, -112.035178 33.6405541))",0.008217280410855413
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1903,2339,1419,"LINESTRING (-112.0358422 33.6405519, -112.036273 33.6405504)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0358422 33.6405519, -112.036273 33.6405504))",0.00812052918743324
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,3752,3104,269,"LINESTRING (-112.0368775 33.6405484, -112.0373618 33.6405467)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0368775 33.6405484, -112.0373618 33.6405467))",0.00802381024060997
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1947,269,2199,"LINESTRING (-112.0373618 33.6405467, -112.0376099 33.6405453, -112.0381443 33.6405424)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0373618 33.6405467, -112.0376099 33.6405453, -112.0381443 33.6405424))",0.007926136980837481
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1948,2199,2198,"LINESTRING (-112.0381443 33.6405424, -112.0388623 33.6405384)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0381443 33.6405424, -112.0388623 33.6405384))",0.007827553740378471
26190BA,21602,21601,277.3932895338058,"LINESTRING (-112.030781 33.631868, -112.039466 33.632806)",East Bell Road,1577,2198,90060,"LINESTRING (-112.0388623 33.6405384, -112.0389443 33.640538, -112.039395 33.6405355, -112.0395299 33.6405345)","MULTILINESTRING ((-112.030781 33.631868, -112.039466 33.632806), (-112.0388623 33.6405384, -112.0389443 33.640538, -112.039395 33.6405355, -112.0395299 33.6405345))",0.0077287613352996784
