,long,lat,order,piece,linkid,group,citycode
90329,-2.2317374,53.4842248,1,1,178,178.1,manchester
90330,-2.23139,53.484038,2,1,178,178.1,manchester
90331,-2.2307328999999996,53.4837157,3,1,178,178.1,manchester
90332,-2.2228485,53.4815019,1,1,179,179.1,manchester
90333,-2.223232,53.48135500000001,2,1,179,179.1,manchester
90334,-2.2243291000000003,53.4808092,3,1,179,179.1,manchester
90335,-2.2520041,53.48148270000001,1,1,180,180.1,manchester
90336,-2.2523779999999998,53.481538,2,1,180,180.1,manchester
90337,-2.2528169,53.481669499999995,3,1,180,180.1,manchester
90338,-2.2532004,53.48182270000001,4,1,180,180.1,manchester
90339,-2.2534457999999997,53.48197510000001,5,1,180,180.1,manchester
