corridor_id,agent_id,date,utd,trace_id,hh,mm,ss,y_coord,x_coord
Ordsall Lane,171,,90279,5,,None,,53.47675699999999,-2.264409
Ordsall Lane,171,,90280,6,,None,,53.476114,-2.264867
Ordsall Lane,172,,90281,0,,None,,53.477534,-2.263288
Ordsall Lane,172,,90282,1,,None,,53.477834,-2.262966
Ordsall Lane,172,,90283,2,,None,,53.477918,-2.262897
Ordsall Lane,172,,90284,3,,None,,53.478528,-2.262223
Ordsall Lane,172,,90285,4,,None,,53.478628,-2.262144
Ordsall Lane,172,,90286,5,,None,,53.478695,-2.262143
Water Street,173,,90287,0,,None,,53.474629,-2.262895
Water Street,173,,90288,1,,None,,53.474819,-2.262657
Water Street,173,,90289,2,,None,,53.475166,-2.26217
Mancunian Way,174,,90290,0,,None,,53.47557,-2.219174
Mancunian Way,174,,90291,1,,None,,53.47444,-2.220432
Mancunian Way,174,,90292,2,,None,,53.47365500000001,-2.221277
Mancunian Way,174,,90293,3,,None,,53.473412,-2.222436
Mancunian Way,174,,90294,4,,None,,53.473425,-2.225096
Mancunian Way,174,,90295,5,,None,,53.47378199999999,-2.227864
Mancunian Way,174,,90296,6,,None,,53.473897,-2.228637
Mancunian Way,174,,90297,7,,None,,53.47391,-2.229731
Mancunian Way,174,,90298,8,,None,,53.47375699999999,-2.2305040000000003
Mancunian Way,174,,90299,9,,None,,53.472416,-2.233701
Mancunian Way,174,,90300,10,,None,,53.471918,-2.23546
Mancunian Way,174,,90301,11,,None,,53.471662,-2.237327
Mancunian Way,174,,90302,12,,None,,53.471388,-2.239097
Mancunian Way,174,,90303,13,,None,,53.470487,-2.242091
Mancunian Way,174,,90304,14,,None,,53.47021899999999,-2.24385
Mancunian Way,174,,90305,15,,None,,53.470212,-2.244741
Mancunian Way,174,,90306,16,,None,,53.470538,-2.248496
Mancunian Way,174,,90307,17,,None,,53.47096,-2.254622
Mancunian Way,174,,90308,18,,None,,53.471515,-2.256655
Mancunian Way,174,,90309,19,,None,,53.473112,-2.259732
Mancunian Way,174,,90310,20,,None,,53.474012,-2.260705
Mancunian Way,174,,90311,21,,None,,53.47492800000001,-2.261483
Mancunian Way,174,,90312,22,,None,,53.475122,-2.261679
,175,,90313,0,,None,,53.473974,-2.260678
,175,,90314,1,,None,,53.474213,-2.260782
,175,,90315,2,,None,,53.474547,-2.2610650000000003
,175,,90316,3,,None,,53.47509300000001,-2.261464
,175,,90317,4,,None,,53.47517,-2.26155
Beswick Row,176,,90318,0,,None,,53.4880264,-2.2381237
Beswick Row,176,,90319,1,,None,,53.488175,-2.2380197
Beswick Row,176,,90320,2,,None,,53.4885466,-2.237775
Rochdale Road,177,,90321,0,,None,,53.49059570000001,-2.228213
Rochdale Road,177,,90322,1,,None,,53.489027,-2.230441
Rochdale Road,177,,90323,2,,None,,53.4884924,-2.2311741
Rochdale Road,177,,90324,3,,None,,53.4879402,-2.2325635
,178,,90325,0,,None,,53.4728691,-2.2159928
,178,,90326,1,,None,,53.4744049,-2.2143137000000004
,178,,90327,2,,None,,53.474575,-2.21428
,178,,90328,3,,None,,53.47508489999999,-2.2142011000000004
Great Ancoats Street,179,,90329,0,,None,,53.4842248,-2.2317374
Great Ancoats Street,179,,90330,1,,None,,53.484038,-2.23139
Great Ancoats Street,179,,90331,2,,None,,53.4837157,-2.2307329
Old Mill Street,180,,90332,0,,None,,53.4815019,-2.2228485
Old Mill Street,180,,90333,1,,None,,53.48135500000001,-2.223232
Old Mill Street,180,,90334,2,,None,,53.4808092,-2.2243291000000003
Leftbank,181,,90335,0,,None,,53.48148270000001,-2.2520041
Leftbank,181,,90336,1,,None,,53.481538,-2.252378
Leftbank,181,,90337,2,,None,,53.4816695,-2.2528169
Leftbank,181,,90338,3,,None,,53.48182270000001,-2.2532004
Leftbank,181,,90338,4,,None,,53.48182270000001,-2.2532004
