agent_id,o_zone_id,d_zone_id,from_node_id,to_node_id,timestamp,cumu_distance,hhmmss,trace_id,travel_time,delay,speed,geometry
2,0,0,14923,13223,0,999.06,0000:00,2,0,0,713.5,"LINESTRING (-77.202753 38.902660,-77.202859 38.902727,-77.203337 38.903031,-77.203617 38.903238,-77.203907 38.903492,)"
2,0,0,13223,11011,0,1039.02,0000:00,2,0,0,143.9,"LINESTRING (-77.204350 38.903927,)"
2,0,0,11011,11012,0,1141.86,0000:00,2,0,0,370.2,"LINESTRING (-77.204636 38.904209,)"
2,0,0,11012,13222,0,1240.54,0000:00,2,0,0,355.2,"LINESTRING (-77.205356 38.904945,)"
2,0,0,13222,9773,0,1313.46,0000:00,3,0,0,262.5,"LINESTRING (-77.206064 38.905641,-77.206333 38.905907,)"
2,0,0,9773,13221,0,1587.59,0000:00,3,0,0,986.9,"LINESTRING (-77.206604 38.906144,-77.206748 38.906247,-77.207069 38.906445,-77.207408 38.906615,-77.207660 38.906733,-77.207938 38.906835,-77.208225 38.906914,)"
2,0,0,13221,11017,0,1642.02,0000:00,3,0,0,196.0,"LINESTRING (-77.209426 38.907195,)"
2,0,0,11017,13219,0,1728.21,0000:00,3,0,0,310.3,"LINESTRING (-77.210030 38.907331,)"
2,0,0,13219,11019,0,1792.92,0000:00,3,0,0,232.9,"LINESTRING (-77.210981 38.907562,)"
2,0,0,11019,13314,0,1961.52,0000:00,3,0,0,607.0,"LINESTRING (-77.211696 38.907732,-77.212497 38.907920,-77.212750 38.907990,-77.213181 38.908126,)"
2,0,0,13314,13313,0,2008.41,0000:00,3,0,0,168.8,"LINESTRING (-77.213524 38.908251,)"
2,0,0,13313,14778,0,2061.17,0000:00,3,0,0,189.9,"LINESTRING (-77.213991 38.908464,-77.214182 38.908565,-77.214394 38.908689,)"
2,0,0,14778,1773,0,2161.67,0000:00,4,0,0,361.8,"LINESTRING (-77.214586 38.908804,)"
2,0,0,1773,11153,0,2248.62,0000:00,4,0,0,313.0,"LINESTRING (-77.215523 38.909338,-77.216252 38.909737,)"
2,0,0,11153,604,0,2339.00,0000:00,4,0,0,325.4,"LINESTRING (-77.216345 38.909788,)"
2,0,0,604,9737,0,2486.98,0000:00,4,0,0,532.7,"LINESTRING (-77.217174 38.910282,)"
2,0,0,9737,11566,0,2560.46,0000:00,6,0,0,264.5,"LINESTRING (-77.218576 38.911045,)"
2,0,0,11566,11553,0,2738.58,0000:00,6,0,0,641.2,"LINESTRING (-77.219279 38.911416,-77.220572 38.912113,)"
2,0,0,11553,2433,0,2832.89,0000:00,6,0,0,339.5,"LINESTRING (-77.220967 38.912333,-77.221412 38.912574,)"
2,0,0,2433,2434,0,2936.41,0000:00,6,0,0,372.7,"LINESTRING (-77.221857 38.912822,-77.222224 38.913013,)"
2,0,0,2434,11555,0,2979.06,0000:00,6,0,0,153.5,"LINESTRING (-77.222832 38.913362,)"
2,0,0,11555,14763,0,3031.12,0000:00,6,0,0,187.4,"LINESTRING (-77.223228 38.913590,-77.223407 38.913693,)"
2,0,0,14763,13311,0,3160.84,0000:00,7,0,0,467.0,"LINESTRING (-77.223789 38.913924,-77.223863 38.913971,-77.224226 38.914204,-77.224713 38.914520,)"
2,0,0,13311,11102,0,3238.00,0000:00,7,0,0,277.8,"LINESTRING (-77.224948 38.914663,)"
2,0,0,11102,14779,0,3317.55,0000:00,7,0,0,286.4,"LINESTRING (-77.225640 38.915101,-77.226308 38.915512,)"
