name,link_id,osm_way_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway
,29614,23811173,13454,13455,1,462.4486328994148,1,59,,motorway,1,"LINESTRING (-112.1774817 33.6682407, -112.1770213 33.6681789, -112.1761232 33.6681835, -112.1750992 33.6681329, -112.1741684 33.6680794, -112.1724987 33.6679818)",auto,0
,29615,23811174,11095,23146,1,519.2343918834033,1,59,,motorway,1,"LINESTRING (-112.178895 33.6684605, -112.1791857 33.6685205, -112.180263 33.6685193, -112.1810474 33.668511, -112.1823349 33.6685683, -112.1829839 33.6686099, -112.1844885 33.668708)",auto,0
,29616,23811176,19216,13343,1,384.19606557995013,1,59,,motorway,1,"LINESTRING (-112.1830334 33.6679799, -112.1825845 33.6680375, -112.181043 33.668152, -112.180256 33.6681595, -112.1791812 33.66817, -112.1789042 33.6682349)",auto,0
,29617,23811179,13384,16363,1,91.21222479816835,2,59,,motorway,1,"LINESTRING (-112.1874812 33.6687405, -112.1878797 33.6687044, -112.1884624 33.6686635)",auto,0
,29618,23811181,13342,23066,1,427.99162686746985,1,59,,motorway,1,"LINESTRING (-112.1940721 33.6681579, -112.1932978 33.6680992, -112.1928083 33.6680911, -112.1925923 33.6680875, -112.1923293 33.6680663, -112.1917193 33.6680171, -112.1912193 33.6679692, -112.1908402 33.6679221, -112.1897427 33.6677518, -112.1894851 33.6677143)",auto,0
,29619,23811182,11621,23068,1,436.87094971437784,1,59,,motorway,1,"LINESTRING (-112.1957156 33.6683821, -112.1973884 33.6684049, -112.198294 33.6684182, -112.199508 33.6684707, -112.2004329 33.6685135)",auto,0
,29620,23811184,13394,18426,1,107.58015747372623,2,59,,motorway,1,"LINESTRING (-112.2023587 33.667434, -112.2012093 33.6675787)",auto,0
,29621,23811186,21977,8580,1,460.7390632178434,1,59,,motorway,1,"LINESTRING (-112.2052936 33.6682826, -112.2062222 33.6681589, -112.207175 33.6680518, -112.208851 33.6679272, -112.2102378 33.6678088)",auto,0
,29622,23811187,13457,13458,1,430.0111611400451,1,59,,motorway,1,"LINESTRING (-112.2101533 33.6675875, -112.2086598 33.6675375, -112.2080011 33.6675283, -112.2075584 33.6675168, -112.2065741 33.6674875, -112.2055133 33.6674069)",auto,0
,29623,23811193,149,18432,1,524.2805278218311,1,59,,motorway,1,"LINESTRING (-112.2123208 33.6677973, -112.2128628 33.6678513, -112.2134438 33.6678595, -112.2140362 33.6678814, -112.214516 33.6678911, -112.2156329 33.6679893, -112.2167078 33.6680983, -112.2173396 33.6681737, -112.2179541 33.668249)",auto,0
,29624,23811270,13390,23070,1,63.50179690432678,2,59,,motorway,1,"LINESTRING (-112.2187727 33.6672871, -112.218626 33.6673327, -112.2180978 33.6673645)",auto,0
,29625,23811280,26,21973,1,296.6099856729666,1,50,,motorway,1,"LINESTRING (-112.2353197 33.6438651, -112.2357839 33.6430346, -112.2360718 33.6424634, -112.2366285 33.6414306)",auto,0
,29626,23811284,13461,13462,1,160.9844554875079,2,50,,motorway,1,"LINESTRING (-112.238048 33.6389213, -112.2381705 33.6388246, -112.2382698 33.6386567, -112.2383981 33.6384465, -112.238449 33.6383588, -112.2384761 33.6383266, -112.2385273 33.6382856, -112.2385963 33.6382652, -112.2387303 33.6382565, -112.2391743 33.6382581, -112.2393451 33.6382254)",auto,0
,29627,23811317,16205,13463,1,131.86549858373215,1,59,,motorway,1,"LINESTRING (-112.2394553 33.6380555, -112.2393789 33.6380154, -112.2392901 33.6379897, -112.2390874 33.6379881, -112.2387471 33.6379854, -112.2386651 33.6379707, -112.2385907 33.6379265, -112.2385455 33.6378691, -112.2385364 33.6378133, -112.2385409 33.6377148, -112.2385789 33.6375063)",auto,0
