name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,19193,4072839396,,,0,,,,-112.0050631,33.6756508,,,
,19194,4072839397,,,0,,,,-112.0052466,33.6757566,,,
,19195,4074605183,,,0,,,,-112.1157017,33.634512,,,
,19196,4074605203,,,0,,,,-112.118016,33.638199,,,
,19197,4074605243,,,0,,,,-112.1180842,33.6391633,,,
,19198,4074605249,,,0,,,,-112.1181443,33.6393939,,,
,19199,4074605254,,,0,,,,-112.1184795,33.6395092,,,
,19200,4074605255,,,0,,,,-112.1185409,33.6395155,,,
,19201,4077660608,,,0,,,,-112.1141785,33.6610349,,,
,19202,4077660616,,,0,,,,-112.1136587,33.6622033,,,
,19203,4077660649,,,0,,,,-112.1127335,33.66806,,,
,19204,4077660653,,,0,,,,-112.1110572,33.6681054,,,
,19205,4077660657,,,0,,,,-112.1127648,33.6681925,,,
,19206,4077660701,,,0,,,,-112.1002608,33.668787,,,
,19207,4077660735,,,0,,,,-112.1214815,33.6691621,,,
,19208,4077660795,,,0,,,,-112.1002137,33.6699175,,,
,19209,4080220233,,,0,,,,-112.1411108,33.6694325,,,
,19210,4080220234,,,0,,,,-112.1407083,33.6694403,,,
,19211,4080220247,,,0,,,,-112.141564,33.6697329,,,
,19212,4080220258,,,0,,,,-112.1408428,33.6698404,,,
,19213,4081117329,,,0,,,,-112.065521,33.6668663,,,
,19214,4081468319,,,0,,,,-112.183908,33.6677468,,,
,19215,4081468323,,,0,,,,-112.1724961,33.6678521,,,
,19216,4081468331,traffic_signals,,1,,,,-112.1830334,33.6679799,,,
,19217,4086058432,,,0,,,,-112.2485721,33.6409027,,,
,19218,4089555954,traffic_signals,,1,,,,-112.0310971,33.6726609,,,
,19219,4089555955,,,0,,,,-112.0310946,33.6725314,,,
,19220,4089555956,,,0,,,,-112.0309056,33.6725584,,,
,19221,4089555957,traffic_signals,,1,,,,-112.0309036,33.6726989,,,
,19222,4089573460,,,0,,,,-111.9775156,33.6739939,,,
,19223,4118380251,,,0,,,,-112.1859095,33.6123651,,,
,19224,4122488690,,,0,,,,-112.1774269,33.6085624,,,
,19225,4130059174,,,0,,,,-112.2037017,33.6527747,,,
,19226,4148457345,,,0,,,,-112.1943664,33.6251227,,,
,19227,4156589216,,,0,,,,-112.1976532,33.610243,,,
,19228,4156589217,,,0,,,,-112.197551,33.6102429,,,
,19229,4156620693,,,0,,,,-112.1489283,33.6108251,,,
,19230,4157360114,,,0,,,,-112.210364,33.6375136,,,
,19231,4157360115,,,0,,,,-112.2102218,33.6392648,,,
,19232,4158901917,,,0,,,,-112.2369968,33.6145682,,,
,19233,4158901925,,,0,,,,-112.237537,33.6144933,,,
,19234,4158901948,,,0,,,,-112.2375366,33.6145737,,,
,19235,4158901957,,,0,,,,-112.2370155,33.6144826,,,
,19236,4163862300,,,0,,,,-112.2468814,33.6563735,,,
,19237,4163862301,,,0,,,,-112.2469584,33.6564099,,,
,19238,4164675611,,,0,,,,-112.1824666,33.6106956,,,
,19239,4171958899,road,,0,,,,-112.206354,33.6329654,,,
,19240,4178633382,,,0,,,,-112.0301925,33.6550379,,,
,19241,4181392011,,,0,,,,-112.2473762,33.6333819,,,
,19242,4181637784,,,0,,,,-111.8722495,33.6428319,,,
,19243,4181637788,,,0,,,,-111.8721261,33.6429904,,,
,19244,4181690491,,,0,,,,-111.8712946,33.6437094,,,
,19245,4181690493,,,0,,,,-111.8714502,33.6438836,,,
,19246,4181690503,,,0,,,,-111.8730543,33.6458319,,,
,19247,4181690506,turning_loop,,0,,,,-111.8728751,33.6462852,,,
,19248,4184600227,,,0,,,,-112.2124835,33.6284895,,,
,19249,4215346586,,,0,,,,-112.188475,33.6542743,,,
,19250,4215346990,,,0,,,,-112.1877695,33.6543917,,,
,19251,4215362593,,,0,,,,-112.0653379,33.6171372,,,
,19252,4215362594,,,0,,,,-112.0654897,33.6171394,,,
,19253,4271081709,,,0,,,,-112.0532272,33.6402924,,,
,19254,4271081710,,,0,,,,-112.0532404,33.6404502,,,
,19255,4285756250,,,0,,,,-112.134705,33.6109161,,,
,19256,4293734456,,,0,,,,-112.1339304,33.6120688,,,
,19257,4293734461,,,0,,,,-112.1352,33.6121125,,,
,19258,4309929563,,,0,,,,-112.0600865,33.6561247,,,
,19259,4332594497,traffic_signals,,1,,,,-112.1688434,33.6545036,,,
,19260,4332595108,turning_circle,,0,,,,-112.165428,33.6571883,,,
,19261,4332595259,turning_circle,,0,,,,-112.1584638,33.6663123,,,
,19262,4341085381,,,0,,,,-111.8902765,33.6299821,,,
,19263,4341085382,,,0,,,,-111.8905475,33.6299829,,,
,19264,4341085384,,,0,,,,-111.8902008,33.6300357,,,
,19265,4341085386,motorway_junction,,0,,,,-111.8905391,33.6310027,,,
,19266,4341085388,,,0,,,,-111.8906317,33.6299801,,,
,19267,4341491032,,,0,,,,-112.1351999,33.6619958,,,
,19268,4341491187,,,0,,,,-112.1354064,33.6687469,,,
,19269,4344791899,,,0,,,,-112.0903201,33.6697358,,,
,19270,4344791908,,,0,,,,-112.0918483,33.6698553,,,
,19271,4344791921,,,0,,,,-112.0915609,33.6709632,,,
,19272,4346529230,,,0,,,,-112.2395836,33.6726529,,,
,19273,4346529235,,,0,,,,-112.2550148,33.6738996,,,
,19274,4346529236,,,0,,,,-112.2572111,33.6744217,,,
,19275,4346529241,,,0,,,,-112.2519598,33.6745533,,,
,19276,4346529243,,,0,,,,-112.2550121,33.6751127,,,
,19277,4346552112,,,0,,,,-112.2550167,33.6515913,,,
,19278,4346552113,,,0,,,,-112.2550147,33.6519888,,,
,19279,4346552114,,,0,,,,-112.2550144,33.6520546,,,
,19280,4346552115,,,0,,,,-112.2375888,33.652121,,,
,19281,4346552116,,,0,,,,-112.2526632,33.6526274,,,
,19282,4346552117,,,0,,,,-112.2522128,33.652632,,,
,19283,4346552118,,,0,,,,-112.2502243,33.6526413,,,
,19284,4346552119,,,0,,,,-112.2484094,33.6526585,,,
,19285,4346552120,,,0,,,,-112.2480679,33.6526607,,,
,19286,4346552121,,,0,,,,-112.2474188,33.6526619,,,
,19287,4346552122,,,0,,,,-112.2470652,33.6526641,,,
,19288,4346552123,,,0,,,,-112.2457976,33.6526726,,,
,19289,4346552124,,,0,,,,-112.2456905,33.6526722,,,
,19290,4346552125,,,0,,,,-112.245258,33.6526752,,,
,19291,4346552126,,,0,,,,-112.2449826,33.6526764,,,
,19292,4346552127,,,0,,,,-112.2433677,33.6526852,,,
,19293,4346552128,,,0,,,,-112.2399448,33.652703,,,
,19294,4346552129,,,0,,,,-112.2394238,33.6527057,,,
,19295,4346552130,,,0,,,,-112.2392206,33.6527067,,,
,19296,4346552131,,,0,,,,-112.2388967,33.6527083,,,
,19297,4346552132,,,0,,,,-112.2387358,33.6527092,,,
,19298,4346552133,,,0,,,,-112.235888,33.65273,,,
,19299,4346552134,,,0,,,,-112.2366579,33.6527277,,,
,19300,4346552135,,,0,,,,-112.2359767,33.6527309,,,
,19301,4346552136,,,0,,,,-112.2550141,33.6530962,,,
,19302,4346552137,,,0,,,,-112.2377874,33.6536968,,,
,19303,4346552138,,,0,,,,-112.237588,33.6542438,,,
,19304,4346552139,,,0,,,,-112.2375861,33.6546161,,,
,19305,4346552140,,,0,,,,-112.2375893,33.6550554,,,
,19306,4346552141,,,0,,,,-112.2376077,33.6570178,,,
,19307,4346552143,,,0,,,,-112.2376168,33.6580985,,,
,19308,4346552144,,,0,,,,-112.2376204,33.6584888,,,
,19309,4346552145,,,0,,,,-112.2376264,33.6590467,,,
,19310,4346552146,,,0,,,,-112.2376236,33.6593798,,,
,19311,4346552147,,,0,,,,-112.2376301,33.662262,,,
,19312,4346552151,,,0,,,,-112.2550735,33.6678014,,,
,19313,4346561189,,,0,,,,-112.2554862,33.6526129,,,
,19314,4346561190,,,0,,,,-112.2558147,33.6526135,,,
,19315,4346561191,,,0,,,,-112.2559743,33.6526138,,,
,19316,4346561192,,,0,,,,-112.2564638,33.6526147,,,
,19317,4346561193,,,0,,,,-112.2565953,33.6526149,,,
,19318,4346561194,,,0,,,,-112.2544991,33.6526154,,,
,19319,4346561195,,,0,,,,-112.2570432,33.6526157,,,
,19320,4346561196,,,0,,,,-112.254196,33.6526174,,,
,19321,4346561197,,,0,,,,-112.2540378,33.6526184,,,
,19322,4346570405,,,0,,,,-112.2029514,33.6702002,,,
,19323,4346570406,,,0,,,,-112.2031059,33.6704134,,,
,19324,4346570407,,,0,,,,-112.2029541,33.6706813,,,
,19325,4346570411,,,0,,,,-112.2031024,33.6710395,,,
,19326,4346570412,,,0,,,,-112.2029589,33.6714636,,,
,19327,4346570413,,,0,,,,-112.2031047,33.6724436,,,
,19328,4346570414,,,0,,,,-112.2031051,33.6725507,,,
,19329,4346570415,,,0,,,,-112.2029683,33.6737025,,,
,19330,4346570416,,,0,,,,-112.2031162,33.6743688,,,
,19331,4346570417,,,0,,,,-112.2029767,33.6753498,,,
,19332,4346591402,,,0,,,,-112.0790017,33.6328831,,,
,19333,4346591403,,,0,,,,-112.0819157,33.6330296,,,
,19334,4346591404,,,0,,,,-112.0779793,33.6330542,,,
,19335,4346591405,,,0,,,,-112.0761184,33.6331712,,,
,19336,4346591407,,,0,,,,-112.0654449,33.6339824,,,
,19337,4346591408,,,0,,,,-112.0728686,33.6347578,,,
,19338,4346591409,,,0,,,,-112.0655962,33.6347745,,,
,19339,4346591410,,,0,,,,-112.0654412,33.6351412,,,
,19340,4346591411,,,0,,,,-112.0654348,33.635544,,,
,19341,4346591412,,,0,,,,-112.0716227,33.6355562,,,
,19342,4346591413,,,0,,,,-112.0656069,33.6364315,,,
,19343,4346591414,,,0,,,,-112.0700087,33.6365623,,,
,19344,4346591415,,,0,,,,-112.0691103,33.6371438,,,
,19345,4346591416,,,0,,,,-112.0683994,33.6371979,,,
,19346,4346591417,,,0,,,,-112.067653,33.6375344,,,
,19347,4346591418,,,0,,,,-112.0636568,33.6375404,,,
,19348,4346591419,,,0,,,,-112.0631874,33.6375433,,,
,19349,4346591420,,,0,,,,-112.0618097,33.6375539,,,
,19350,4346591421,,,0,,,,-112.0647636,33.6376967,,,
,19351,4346591422,,,0,,,,-112.0638714,33.6377021,,,
,19352,4346591423,,,0,,,,-112.0631874,33.6377089,,,
,19353,4346591424,,,0,,,,-112.0627912,33.6377113,,,
,19354,4346591425,,,0,,,,-112.0613197,33.6377202,,,
