name_tmc,corridor_id_tmc,link_id_tmc,from_node_id_tmc,to_node_id_tmc,category_id_tmc,geometry_tmc,name_base,link_id_base,from_node_id_base,to_node_id_base,category_id_base,geometry_base,geometry_tmc_base,distance
115+05164,AZ-101-LOOP_COUNTERCLOCKWISE,40,100000042,100000043,5,"LINESTRING (-111.89636000000002 33.65036,-111.9015 33.65314)",Pima Freeway,39011,15961,14018,5,"LINESTRING (-111.9000855 33.6525857, -111.9019288 33.6533035, -111.9026058 33.6535242, -111.9032828 33.653706, -111.9041402 33.6539048, -111.9075089 33.654595)","MULTILINESTRING ((-111.89636000000002 33.65036,-111.9015 33.65314), (-111.9000855 33.6525857, -111.9019288 33.6533035, -111.9026058 33.6535242, -111.9032828 33.653706, -111.9041402 33.6539048, -111.9075089 33.654595))",0.00018535512714809948
115P05164,AZ-101-LOOP_COUNTERCLOCKWISE,41,100000043,100000044,6,"LINESTRING (-111.9015 33.65314,-111.91411000000001 33.65597)",Pima Freeway,39011,15961,14018,6,"LINESTRING (-111.9000855 33.6525857, -111.9019288 33.6533035, -111.9026058 33.6535242, -111.9032828 33.653706, -111.9041402 33.6539048, -111.9075089 33.654595)","MULTILINESTRING ((-111.9015 33.65314,-111.91411000000001 33.65597), (-111.9000855 33.6525857, -111.9019288 33.6533035, -111.9026058 33.6535242, -111.9032828 33.653706, -111.9041402 33.6539048, -111.9075089 33.654595))",3.2419989479581024e-06
115P05164,AZ-101-LOOP_COUNTERCLOCKWISE,41,100000043,100000044,6,"LINESTRING (-111.9015 33.65314,-111.91411000000001 33.65597)",Pima Freeway,30624,14018,14019,6,"LINESTRING (-111.9075089 33.654595, -111.908438 33.6547922)","MULTILINESTRING ((-111.9015 33.65314,-111.91411000000001 33.65597), (-111.9075089 33.654595, -111.908438 33.6547922))",0.00010360963780521189
115P05164,AZ-101-LOOP_COUNTERCLOCKWISE,41,100000043,100000044,6,"LINESTRING (-111.9015 33.65314,-111.91411000000001 33.65597)",Pima Freeway,30625,14019,18258,6,"LINESTRING (-111.908438 33.6547922, -111.9113746 33.6554106)","MULTILINESTRING ((-111.9015 33.65314,-111.91411000000001 33.65597), (-111.908438 33.6547922, -111.9113746 33.6554106))",9.142303051618097e-05
115P05164,AZ-101-LOOP_COUNTERCLOCKWISE,41,100000043,100000044,6,"LINESTRING (-111.9015 33.65314,-111.91411000000001 33.65597)",Pima Freeway,47255,18258,13244,6,"LINESTRING (-111.9113746 33.6554106, -111.9143368 33.6560303)","MULTILINESTRING ((-111.9015 33.65314,-111.91411000000001 33.65597), (-111.9113746 33.6554106, -111.9143368 33.6560303))",5.015799182493835e-05
115+04380,AZ-101-LOOP_COUNTERCLOCKWISE,42,100000044,100000045,7,"LINESTRING (-111.91411000000001 33.65597,-111.919 33.65699)",Pima Freeway,47255,18258,13244,7,"LINESTRING (-111.9113746 33.6554106, -111.9143368 33.6560303)","MULTILINESTRING ((-111.91411000000001 33.65597,-111.919 33.65699), (-111.9113746 33.6554106, -111.9143368 33.6560303))",1.2580496492035359e-05
115+04380,AZ-101-LOOP_COUNTERCLOCKWISE,42,100000044,100000045,7,"LINESTRING (-111.91411000000001 33.65597,-111.919 33.65699)",Pima Freeway,37804,13244,13277,7,"LINESTRING (-111.9143368 33.6560303, -111.9176903 33.6567081)","MULTILINESTRING ((-111.91411000000001 33.65597,-111.919 33.65699), (-111.9143368 33.6560303, -111.9176903 33.6567081))",1.2312040315584132e-05
115+04380,AZ-101-LOOP_COUNTERCLOCKWISE,42,100000044,100000045,7,"LINESTRING (-111.91411000000001 33.65597,-111.919 33.65699)",Pima Freeway,47258,13277,13245,7,"LINESTRING (-111.9176903 33.6567081, -111.9248774 33.6582098)","MULTILINESTRING ((-111.91411000000001 33.65597,-111.919 33.65699), (-111.9176903 33.6567081, -111.9248774 33.6582098))",8.513596393528175e-06
115P04380,AZ-101-LOOP_COUNTERCLOCKWISE,43,100000045,100000046,8,"LINESTRING (-111.919 33.65699,-111.93113999999998 33.65951)",Pima Freeway,47258,13277,13245,8,"LINESTRING (-111.9176903 33.6567081, -111.9248774 33.6582098)","MULTILINESTRING ((-111.919 33.65699,-111.93113999999998 33.65951), (-111.9176903 33.6567081, -111.9248774 33.6582098))",8.071983306354277e-06
115P04380,AZ-101-LOOP_COUNTERCLOCKWISE,43,100000045,100000046,8,"LINESTRING (-111.919 33.65699,-111.93113999999998 33.65951)",Pima Freeway,30621,13245,13869,8,"LINESTRING (-111.9248774 33.6582098, -111.9259103 33.6584222)","MULTILINESTRING ((-111.919 33.65699,-111.93113999999998 33.65951), (-111.9248774 33.6582098, -111.9259103 33.6584222))",5.8258211117547e-07
115P04380,AZ-101-LOOP_COUNTERCLOCKWISE,43,100000045,100000046,8,"LINESTRING (-111.919 33.65699,-111.93113999999998 33.65951)",Pima Freeway,47257,13869,13279,8,"LINESTRING (-111.9259103 33.6584222, -111.9281584 33.6588906, -111.9319978 33.6596892)","MULTILINESTRING ((-111.919 33.65699,-111.93113999999998 33.65951), (-111.9259103 33.6584222, -111.9281584 33.6588906, -111.9319978 33.6596892))",2.081791367646723e-06
115+04379,AZ-101-LOOP_COUNTERCLOCKWISE,44,100000046,100000047,9,"LINESTRING (-111.93113999999998 33.65951,-111.95401000000001 33.66519)",Pima Freeway,47257,13869,13279,9,"LINESTRING (-111.9259103 33.6584222, -111.9281584 33.6588906, -111.9319978 33.6596892)","MULTILINESTRING ((-111.93113999999998 33.65951,-111.95401000000001 33.66519), (-111.9259103 33.6584222, -111.9281584 33.6588906, -111.9319978 33.6596892))",7.602556701805485e-07
115+04379,AZ-101-LOOP_COUNTERCLOCKWISE,44,100000046,100000047,9,"LINESTRING (-111.93113999999998 33.65951,-111.95401000000001 33.66519)",Pima Freeway,47261,13279,21993,9,"LINESTRING (-111.9319978 33.6596892, -111.9329523 33.6598927)","MULTILINESTRING ((-111.93113999999998 33.65951,-111.95401000000001 33.66519), (-111.9319978 33.6596892, -111.9329523 33.6598927))",3.505961001873864e-05
115+04379,AZ-101-LOOP_COUNTERCLOCKWISE,44,100000046,100000047,9,"LINESTRING (-111.93113999999998 33.65951,-111.95401000000001 33.66519)",Pima Freeway,47260,21993,14632,9,"LINESTRING (-111.9329523 33.6598927, -111.9354528 33.6604045, -111.9369066 33.6607062)","MULTILINESTRING ((-111.93113999999998 33.65951,-111.95401000000001 33.66519), (-111.9329523 33.6598927, -111.9354528 33.6604045, -111.9369066 33.6607062))",6.677468903527265e-05
115+04379,AZ-101-LOOP_COUNTERCLOCKWISE,44,100000046,100000047,9,"LINESTRING (-111.93113999999998 33.65951,-111.95401000000001 33.66519)",Pima Freeway,52759,14632,21992,9,"LINESTRING (-111.9369066 33.6607062, -111.9437226 33.6621316)","MULTILINESTRING ((-111.93113999999998 33.65951,-111.95401000000001 33.66519), (-111.9369066 33.6607062, -111.9437226 33.6621316))",0.00023789472342127235
115+04379,AZ-101-LOOP_COUNTERCLOCKWISE,44,100000046,100000047,9,"LINESTRING (-111.93113999999998 33.65951,-111.95401000000001 33.66519)",Pima Freeway,47271,21992,13246,9,"LINESTRING (-111.9437226 33.6621316, -111.9459173 33.6625813, -111.9464801 33.6627039, -111.9472055 33.6628755, -111.9481951 33.6631344, -111.9493274 33.6634619)","MULTILINESTRING ((-111.93113999999998 33.65951,-111.95401000000001 33.66519), (-111.9437226 33.6621316, -111.9459173 33.6625813, -111.9464801 33.6627039, -111.9472055 33.6628755, -111.9481951 33.6631344, -111.9493274 33.6634619))",0.0005027336888427049
115+04379,AZ-101-LOOP_COUNTERCLOCKWISE,44,100000046,100000047,9,"LINESTRING (-111.93113999999998 33.65951,-111.95401000000001 33.66519)",Pima Freeway,30622,13246,13247,9,"LINESTRING (-111.9493274 33.6634619, -111.9503494 33.6637854, -111.9510672 33.6640258, -111.9525143 33.6645603, -111.9536216 33.6650103)","MULTILINESTRING ((-111.93113999999998 33.65951,-111.95401000000001 33.66519), (-111.9493274 33.6634619, -111.9503494 33.6637854, -111.9510672 33.6640258, -111.9525143 33.6645603, -111.9536216 33.6650103))",0.0005317219611392649
115P04379,AZ-101-LOOP_COUNTERCLOCKWISE,45,100000047,100000048,10,"LINESTRING (-111.95401000000001 33.66519,-111.96457 33.67013)",Pima Freeway,47273,13247,13870,10,"LINESTRING (-111.9536216 33.6650103, -111.9550721 33.6656676, -111.9594846 33.6677295)","MULTILINESTRING ((-111.95401000000001 33.66519,-111.96457 33.67013), (-111.9536216 33.6650103, -111.9550721 33.6656676, -111.9594846 33.6677295))",3.3655235571988817e-06
115P04379,AZ-101-LOOP_COUNTERCLOCKWISE,45,100000047,100000048,10,"LINESTRING (-111.95401000000001 33.66519,-111.96457 33.67013)",Pima Freeway,31841,13870,13871,10,"LINESTRING (-111.9594846 33.6677295, -111.9605896 33.6682474)","MULTILINESTRING ((-111.95401000000001 33.66519,-111.96457 33.67013), (-111.9594846 33.6677295, -111.9605896 33.6682474))",1.948574552766033e-05
115P04379,AZ-101-LOOP_COUNTERCLOCKWISE,45,100000047,100000048,10,"LINESTRING (-111.95401000000001 33.66519,-111.96457 33.67013)",Pima Freeway,47272,13871,13273,10,"LINESTRING (-111.9605896 33.6682474, -111.9616467 33.6687464, -111.9648742 33.6702572)","MULTILINESTRING ((-111.95401000000001 33.66519,-111.96457 33.67013), (-111.9605896 33.6682474, -111.9616467 33.6687464, -111.9648742 33.6702572))",1.7903663510669494e-05
115+04378,AZ-101-LOOP_COUNTERCLOCKWISE,46,100000048,100000049,11,"LINESTRING (-111.96457 33.67013,-111.97089 33.67259)",Pima Freeway,47272,13871,13273,11,"LINESTRING (-111.9605896 33.6682474, -111.9616467 33.6687464, -111.9648742 33.6702572)","MULTILINESTRING ((-111.96457 33.67013,-111.97089 33.67259), (-111.9605896 33.6682474, -111.9616467 33.6687464, -111.9648742 33.6702572))",1.3763415103576473e-05
115+04378,AZ-101-LOOP_COUNTERCLOCKWISE,46,100000048,100000049,11,"LINESTRING (-111.96457 33.67013,-111.97089 33.67259)",Pima Freeway,47275,13273,13248,11,"LINESTRING (-111.9648742 33.6702572, -111.9668257 33.6711778, -111.9672315 33.6713578, -111.9676664 33.6715461, -111.9679944 33.6716863, -111.9684149 33.6718505, -111.9688766 33.6720159, -111.9693002 33.6721529, -111.9698097 33.6723081)","MULTILINESTRING ((-111.96457 33.67013,-111.97089 33.67259), (-111.9648742 33.6702572, -111.9668257 33.6711778, -111.9672315 33.6713578, -111.9676664 33.6715461, -111.9679944 33.6716863, -111.9684149 33.6718505, -111.9688766 33.6720159, -111.9693002 33.6721529, -111.9698097 33.6723081))",1.354859892444073e-05
115+04378,AZ-101-LOOP_COUNTERCLOCKWISE,46,100000048,100000049,11,"LINESTRING (-111.96457 33.67013,-111.97089 33.67259)",Pima Freeway,47274,13248,13249,11,"LINESTRING (-111.9698097 33.6723081, -111.9709236 33.6725891, -111.971435 33.6727016, -111.9718159 33.6727743, -111.9721782 33.6728359, -111.9727103 33.672918)","MULTILINESTRING ((-111.96457 33.67013,-111.97089 33.67259), (-111.9698097 33.6723081, -111.9709236 33.6725891, -111.971435 33.6727016, -111.9718159 33.6727743, -111.9721782 33.6728359, -111.9727103 33.672918))",0.00012520902159679078
115P04378,AZ-101-LOOP_COUNTERCLOCKWISE,47,100000049,100000050,12,"LINESTRING (-111.97089 33.67259,-111.98378999999998 33.67306)",Pima Freeway,47274,13248,13249,12,"LINESTRING (-111.9698097 33.6723081, -111.9709236 33.6725891, -111.971435 33.6727016, -111.9718159 33.6727743, -111.9721782 33.6728359, -111.9727103 33.672918)","MULTILINESTRING ((-111.97089 33.67259,-111.98378999999998 33.67306), (-111.9698097 33.6723081, -111.9709236 33.6725891, -111.971435 33.6727016, -111.9718159 33.6727743, -111.9721782 33.6728359, -111.9727103 33.672918))",9.091346280224767e-06
115P04378,AZ-101-LOOP_COUNTERCLOCKWISE,47,100000049,100000050,12,"LINESTRING (-111.97089 33.67259,-111.98378999999998 33.67306)",Pima Freeway,31840,13249,13519,12,"LINESTRING (-111.9727103 33.672918, -111.9738175 33.6730323, -111.9744121 33.6730742, -111.9749934 33.6730894, -111.9767069 33.673096)","MULTILINESTRING ((-111.97089 33.67259,-111.98378999999998 33.67306), (-111.9727103 33.672918, -111.9738175 33.6730323, -111.9744121 33.6730742, -111.9749934 33.6730894, -111.9767069 33.673096))",0.0002764885919745921
115P04378,AZ-101-LOOP_COUNTERCLOCKWISE,47,100000049,100000050,12,"LINESTRING (-111.97089 33.67259,-111.98378999999998 33.67306)",Pima Freeway,29708,13519,13516,12,"LINESTRING (-111.9767069 33.673096, -111.9781828 33.6730842)","MULTILINESTRING ((-111.97089 33.67259,-111.98378999999998 33.67306), (-111.9767069 33.673096, -111.9781828 33.6730842))",0.00028885453933442235
115P04378,AZ-101-LOOP_COUNTERCLOCKWISE,47,100000049,100000050,12,"LINESTRING (-111.97089 33.67259,-111.98378999999998 33.67306)",Pima Freeway,29705,13516,13266,12,"LINESTRING (-111.9781828 33.6730842, -111.9844176 33.673068)","MULTILINESTRING ((-111.97089 33.67259,-111.98378999999998 33.67306), (-111.9781828 33.6730842, -111.9844176 33.673068))",0.00022110765164363853
115+05163,AZ-101-LOOP_COUNTERCLOCKWISE,48,100000050,100000051,13,"LINESTRING (-111.98378999999998 33.67306,-111.98857 33.67302)",Pima Freeway,29705,13516,13266,13,"LINESTRING (-111.9781828 33.6730842, -111.9844176 33.673068)","MULTILINESTRING ((-111.98378999999998 33.67306,-111.98857 33.67302), (-111.9781828 33.6730842, -111.9844176 33.673068))",9.63067256610233e-06
115+05163,AZ-101-LOOP_COUNTERCLOCKWISE,48,100000050,100000051,13,"LINESTRING (-111.98378999999998 33.67306,-111.98857 33.67302)",Pima Freeway,38714,13266,13965,13,"LINESTRING (-111.9844176 33.673068, -111.9874295 33.673061)","MULTILINESTRING ((-111.98378999999998 33.67306,-111.98857 33.67302), (-111.9844176 33.673068, -111.9874295 33.673061))",1.3503280376790269e-05
115+05163,AZ-101-LOOP_COUNTERCLOCKWISE,48,100000050,100000051,13,"LINESTRING (-111.98378999999998 33.67306,-111.98857 33.67302)",Pima Freeway,32547,13965,13250,13,"LINESTRING (-111.9874295 33.673061, -111.9880116 33.6730584, -111.9887999 33.673055)","MULTILINESTRING ((-111.98378999999998 33.67306,-111.98857 33.67302), (-111.9874295 33.673061, -111.9880116 33.6730584, -111.9887999 33.673055))",3.180260322524557e-05
115P05163,AZ-101-LOOP_COUNTERCLOCKWISE,49,100000051,100000052,14,"LINESTRING (-111.98857 33.67302,-112.00941999999999 33.67293)",Pima Freeway,32547,13965,13250,14,"LINESTRING (-111.9874295 33.673061, -111.9880116 33.6730584, -111.9887999 33.673055)","MULTILINESTRING ((-111.98857 33.67302,-112.00941999999999 33.67293), (-111.9874295 33.673061, -111.9880116 33.6730584, -111.9887999 33.673055))",3.599124204434757e-05
115P05163,AZ-101-LOOP_COUNTERCLOCKWISE,49,100000051,100000052,14,"LINESTRING (-111.98857 33.67302,-112.00941999999999 33.67293)",Pima Freeway,38765,13250,13514,14,"LINESTRING (-111.9887999 33.673055, -111.9895243 33.6730376, -111.9900886 33.6730238, -111.9911023 33.672987, -111.9918573 33.6729097, -111.9924855 33.6728467, -111.9935044 33.6726921, -111.9945595 33.6724998, -111.9952371 33.6723801, -111.9960685 33.6722333, -111.9966066 33.6721615, -111.9973926 33.6720844, -111.9982297 33.6720191, -111.9988116 33.6719953, -111.9995273 33.6719864, -112.0002993 33.6720041, -112.0010977 33.6720451, -112.0016463 33.6720976, -112.0023278 33.6721702, -112.002927 33.672253, -112.0035283 33.67236, -112.0046335 33.6725658, -112.0051576 33.6726487, -112.005514 33.6726999, -112.0059628 33.6727572, -112.0062882 33.6727937, -112.0066131 33.6728275, -112.006897 33.6728511, -112.0071376 33.6728663, -112.0074097 33.6728825, -112.0077845 33.6729048)","MULTILINESTRING ((-111.98857 33.67302,-112.00941999999999 33.67293), (-111.9887999 33.673055, -111.9895243 33.6730376, -111.9900886 33.6730238, -111.9911023 33.672987, -111.9918573 33.6729097, -111.9924855 33.6728467, -111.9935044 33.6726921, -111.9945595 33.6724998, -111.9952371 33.6723801, -111.9960685 33.6722333, -111.9966066 33.6721615, -111.9973926 33.6720844, -111.9982297 33.6720191, -111.9988116 33.6719953, -111.9995273 33.6719864, -112.0002993 33.6720041, -112.0010977 33.6720451, -112.0016463 33.6720976, -112.0023278 33.6721702, -112.002927 33.672253, -112.0035283 33.67236, -112.0046335 33.6725658, -112.0051576 33.6726487, -112.005514 33.6726999, -112.0059628 33.6727572, -112.0062882 33.6727937, -112.0066131 33.6728275, -112.006897 33.6728511, -112.0071376 33.6728663, -112.0074097 33.6728825, -112.0077845 33.6729048))",3.229656524449093e-05
115P05163,AZ-101-LOOP_COUNTERCLOCKWISE,49,100000051,100000052,14,"LINESTRING (-111.98857 33.67302,-112.00941999999999 33.67293)",Pima Freeway,29700,13514,13511,14,"LINESTRING (-112.0077845 33.6729048, -112.0080383 33.6729133, -112.0085007 33.6729364, -112.0088351 33.6729396)","MULTILINESTRING ((-111.98857 33.67302,-112.00941999999999 33.67293), (-112.0077845 33.6729048, -112.0080383 33.6729133, -112.0085007 33.6729364, -112.0088351 33.6729396))",1.555125975146862e-05
115P05163,AZ-101-LOOP_COUNTERCLOCKWISE,49,100000051,100000052,14,"LINESTRING (-111.98857 33.67302,-112.00941999999999 33.67293)",Pima Freeway,29698,13511,13513,14,"LINESTRING (-112.0088351 33.6729396, -112.0091767 33.6729444)","MULTILINESTRING ((-111.98857 33.67302,-112.00941999999999 33.67293), (-112.0088351 33.6729396, -112.0091767 33.6729444))",1.015824778428647e-05
115+04377,AZ-101-LOOP_COUNTERCLOCKWISE,50,100000052,100000053,15,"LINESTRING (-112.00941999999999 33.67293,-112.02378999999999 33.67283)",Pima Freeway,29697,13513,13509,15,"LINESTRING (-112.0091767 33.6729444, -112.0109157 33.6729245)","MULTILINESTRING ((-112.00941999999999 33.67293,-112.02378999999999 33.67283), (-112.0091767 33.6729444, -112.0109157 33.6729245))",1.161507046096423e-05
115+04377,AZ-101-LOOP_COUNTERCLOCKWISE,50,100000052,100000053,15,"LINESTRING (-112.00941999999999 33.67293,-112.02378999999999 33.67283)",Pima Freeway,29694,13509,13862,15,"LINESTRING (-112.0109157 33.6729245, -112.0132099 33.6728943)","MULTILINESTRING ((-112.00941999999999 33.67293,-112.02378999999999 33.67283), (-112.0109157 33.6729245, -112.0132099 33.6728943))",3.4891755206552995e-06
115+04377,AZ-101-LOOP_COUNTERCLOCKWISE,50,100000052,100000053,15,"LINESTRING (-112.00941999999999 33.67293,-112.02378999999999 33.67283)",Pima Freeway,30288,13862,13861,15,"LINESTRING (-112.0132099 33.6728943, -112.0142554 33.672886)","MULTILINESTRING ((-112.00941999999999 33.67293,-112.02378999999999 33.67283), (-112.0132099 33.6728943, -112.0142554 33.672886))",9.554993022478003e-06
115+04377,AZ-101-LOOP_COUNTERCLOCKWISE,50,100000052,100000053,15,"LINESTRING (-112.00941999999999 33.67293,-112.02378999999999 33.67283)",Pima Freeway,47312,13861,13046,15,"LINESTRING (-112.0142554 33.672886, -112.0156526 33.6728845, -112.0169404 33.672879, -112.0177768 33.6728717, -112.0196627 33.6728622, -112.0213512 33.6728519, -112.022473 33.6728465, -112.0240529 33.6728389)","MULTILINESTRING ((-112.00941999999999 33.67293,-112.02378999999999 33.67283), (-112.0142554 33.672886, -112.0156526 33.6728845, -112.0169404 33.672879, -112.0177768 33.6728717, -112.0196627 33.6728622, -112.0213512 33.6728519, -112.022473 33.6728465, -112.0240529 33.6728389))",1.0054102425461212e-05
115P04377,AZ-101-LOOP_COUNTERCLOCKWISE,51,100000053,100000054,16,"LINESTRING (-112.02378999999999 33.67283,-112.03833 33.67009)",Pima Freeway,47312,13861,13046,16,"LINESTRING (-112.0142554 33.672886, -112.0156526 33.6728845, -112.0169404 33.672879, -112.0177768 33.6728717, -112.0196627 33.6728622, -112.0213512 33.6728519, -112.022473 33.6728465, -112.0240529 33.6728389)","MULTILINESTRING ((-112.02378999999999 33.67283,-112.03833 33.67009), (-112.0142554 33.672886, -112.0156526 33.6728845, -112.0169404 33.672879, -112.0177768 33.6728717, -112.0196627 33.6728622, -112.0213512 33.6728519, -112.022473 33.6728465, -112.0240529 33.6728389))",1.0164544720032963e-05
115P04377,AZ-101-LOOP_COUNTERCLOCKWISE,51,100000053,100000054,16,"LINESTRING (-112.02378999999999 33.67283,-112.03833 33.67009)",Pima Freeway,30287,13046,13055,16,"LINESTRING (-112.0240529 33.6728389, -112.0255124 33.6728407, -112.026459 33.6728558, -112.0271113 33.6728403, -112.0279681 33.6727894, -112.0288242 33.6727198, -112.0294937 33.6726402, -112.0303756 33.6725036)","MULTILINESTRING ((-112.02378999999999 33.67283,-112.03833 33.67009), (-112.0240529 33.6728389, -112.0255124 33.6728407, -112.026459 33.6728558, -112.0271113 33.6728403, -112.0279681 33.6727894, -112.0288242 33.6727198, -112.0294937 33.6726402, -112.0303756 33.6725036))",6.373436057880744e-05
115P04377,AZ-101-LOOP_COUNTERCLOCKWISE,51,100000053,100000054,16,"LINESTRING (-112.02378999999999 33.67283,-112.03833 33.67009)",Pima Freeway,30283,13055,13858,16,"LINESTRING (-112.0303756 33.6725036, -112.0310244 33.6723955, -112.0314639 33.672307)","MULTILINESTRING ((-112.02378999999999 33.67283,-112.03833 33.67009), (-112.0303756 33.6725036, -112.0310244 33.6723955, -112.0314639 33.672307))",0.0009044044524671727
115P04377,AZ-101-LOOP_COUNTERCLOCKWISE,51,100000053,100000054,16,"LINESTRING (-112.02378999999999 33.67283,-112.03833 33.67009)",Pima Freeway,30281,13858,13056,16,"LINESTRING (-112.0314639 33.672307, -112.03228 33.6721174, -112.0328111 33.6719872, -112.0334509 33.671812, -112.0339538 33.6716692, -112.034827 33.6713835, -112.0356762 33.6710719, -112.0365792 33.6707394, -112.0371191 33.6705382, -112.0386108 33.6700158)","MULTILINESTRING ((-112.02378999999999 33.67283,-112.03833 33.67009), (-112.0314639 33.672307, -112.03228 33.6721174, -112.0328111 33.6719872, -112.0334509 33.671812, -112.0339538 33.6716692, -112.034827 33.6713835, -112.0356762 33.6710719, -112.0365792 33.6707394, -112.0371191 33.6705382, -112.0386108 33.6700158))",0.0009039999561284442
115+04376,AZ-101-LOOP_COUNTERCLOCKWISE,52,100000054,100000055,17,"LINESTRING (-112.03833 33.67009,-112.05912 33.66917)",Pima Freeway,30281,13858,13056,17,"LINESTRING (-112.0314639 33.672307, -112.03228 33.6721174, -112.0328111 33.6719872, -112.0334509 33.671812, -112.0339538 33.6716692, -112.034827 33.6713835, -112.0356762 33.6710719, -112.0365792 33.6707394, -112.0371191 33.6705382, -112.0386108 33.6700158)","MULTILINESTRING ((-112.03833 33.67009,-112.05912 33.66917), (-112.0314639 33.672307, -112.03228 33.6721174, -112.0328111 33.6719872, -112.0334509 33.671812, -112.0339538 33.6716692, -112.034827 33.6713835, -112.0356762 33.6710719, -112.0365792 33.6707394, -112.0371191 33.6705382, -112.0386108 33.6700158))",2.2780846887632886e-05
115+04376,AZ-101-LOOP_COUNTERCLOCKWISE,52,100000054,100000055,17,"LINESTRING (-112.03833 33.67009,-112.05912 33.66917)",Pima Freeway,30282,13056,13057,17,"LINESTRING (-112.0386108 33.6700158, -112.0392162 33.6698292, -112.0397172 33.6696953, -112.0405416 33.6695034, -112.0411493 33.6693824, -112.0419103 33.6692656, -112.0423255 33.6692133, -112.0428344 33.6691621, -112.0434719 33.6691187, -112.0440628 33.6690896, -112.0455243 33.6690908, -112.047864 33.6691219, -112.0481326 33.6691255)","MULTILINESTRING ((-112.03833 33.67009,-112.05912 33.66917), (-112.0386108 33.6700158, -112.0392162 33.6698292, -112.0397172 33.6696953, -112.0405416 33.6695034, -112.0411493 33.6693824, -112.0419103 33.6692656, -112.0423255 33.6692133, -112.0428344 33.6691621, -112.0434719 33.6691187, -112.0440628 33.6690896, -112.0455243 33.6690908, -112.047864 33.6691219, -112.0481326 33.6691255))",9.308894181144951e-05
115+04376,AZ-101-LOOP_COUNTERCLOCKWISE,52,100000054,100000055,17,"LINESTRING (-112.03833 33.67009,-112.05912 33.66917)",Pima Freeway,30277,13057,13856,17,"LINESTRING (-112.0481326 33.6691255, -112.0489332 33.6691345)","MULTILINESTRING ((-112.03833 33.67009,-112.05912 33.66917), (-112.0481326 33.6691255, -112.0489332 33.6691345))",0.0005208818273203326
115+04376,AZ-101-LOOP_COUNTERCLOCKWISE,52,100000054,100000055,17,"LINESTRING (-112.03833 33.67009,-112.05912 33.66917)",Pima Freeway,30276,13856,13058,17,"LINESTRING (-112.0489332 33.6691345, -112.0505723 33.6691544, -112.0516688 33.6691605, -112.0534841 33.66919, -112.0544282 33.6692024, -112.0560174 33.6692211, -112.0577398 33.6692102, -112.0584324 33.6692061)","MULTILINESTRING ((-112.03833 33.67009,-112.05912 33.66917), (-112.0489332 33.6691345, -112.0505723 33.6691544, -112.0516688 33.6691605, -112.0534841 33.66919, -112.0544282 33.6692024, -112.0560174 33.6692211, -112.0577398 33.6692102, -112.0584324 33.6692061))",0.0004745445955922301
115+04376,AZ-101-LOOP_COUNTERCLOCKWISE,52,100000054,100000055,17,"LINESTRING (-112.03833 33.67009,-112.05912 33.66917)",Pima Freeway,47318,13058,13059,17,"LINESTRING (-112.0584324 33.6692061, -112.0589254 33.6691823, -112.0611847 33.6691404, -112.0632017 33.6691032, -112.0650522 33.6690661)","MULTILINESTRING ((-112.03833 33.67009,-112.05912 33.66917), (-112.0584324 33.6692061, -112.0589254 33.6691823, -112.0611847 33.6691404, -112.0632017 33.6691032, -112.0650522 33.6690661))",4.573294622410294e-06
115P04376,AZ-101-LOOP_COUNTERCLOCKWISE,53,100000055,100000056,18,"LINESTRING (-112.05912 33.66917,-112.07266000000001 33.66897)",Pima Freeway,47318,13058,13059,18,"LINESTRING (-112.0584324 33.6692061, -112.0589254 33.6691823, -112.0611847 33.6691404, -112.0632017 33.6691032, -112.0650522 33.6690661)","MULTILINESTRING ((-112.05912 33.66917,-112.07266000000001 33.66897), (-112.0584324 33.6692061, -112.0589254 33.6691823, -112.0611847 33.6691404, -112.0632017 33.6691032, -112.0650522 33.6690661))",8.689538419611021e-06
115P04376,AZ-101-LOOP_COUNTERCLOCKWISE,53,100000055,100000056,18,"LINESTRING (-112.05912 33.66917,-112.07266000000001 33.66897)",Pima Freeway,30273,13059,13854,18,"LINESTRING (-112.0650522 33.6690661, -112.0661614 33.6690483)","MULTILINESTRING ((-112.05912 33.66917,-112.07266000000001 33.66897), (-112.0650522 33.6690661, -112.0661614 33.6690483))",1.6305509681392266e-05
115P04376,AZ-101-LOOP_COUNTERCLOCKWISE,53,100000055,100000056,18,"LINESTRING (-112.05912 33.66917,-112.07266000000001 33.66897)",Pima Freeway,30272,13854,13843,18,"LINESTRING (-112.0661614 33.6690483, -112.0679569 33.6690264, -112.0701858 33.6690017)","MULTILINESTRING ((-112.05912 33.66917,-112.07266000000001 33.66897), (-112.0661614 33.6690483, -112.0679569 33.6690264, -112.0701858 33.6690017))",1.6994408430434757e-05
115P04376,AZ-101-LOOP_COUNTERCLOCKWISE,53,100000055,100000056,18,"LINESTRING (-112.05912 33.66917,-112.07266000000001 33.66897)",Pima Freeway,30215,13843,13842,18,"LINESTRING (-112.0701858 33.6690017, -112.0710558 33.6689908)","MULTILINESTRING ((-112.05912 33.66917,-112.07266000000001 33.66897), (-112.0701858 33.6690017, -112.0710558 33.6689908))",4.763189396576368e-06
